time_s,p_hull_kg_m_s,p_photon_kg_m_s,p_total_kg_m_s
4.1510000000000006e-06,-1.361069953513103e-07,1.3610699535130556e-07,-4.7380905487037425e-21
4.152e-06,-1.31584429835503e-07,1.315844298354983e-07,-4.685150989500349e-21
4.153e-06,-1.2706186431969568e-07,1.2706186431969108e-07,-4.605741650695258e-21
4.154e-06,-1.2253929880388838e-07,1.2253929880388382e-07,-4.552802091491864e-21
4.155e-06,-1.180167332880811e-07,1.1801673328807657e-07,-4.5263323118901674e-21
4.1560000000000005e-06,-1.1349416777227379e-07,1.1349416777226931e-07,-4.473392752686774e-21
4.157e-06,-1.0897160225646655e-07,1.0897160225646206e-07,-4.486627642487622e-21
4.158000000000001e-06,-1.0444903674065932e-07,1.044490367406548e-07,-4.513097422089319e-21
4.159e-06,-9.992647122485209e-08,9.992647122484756e-08,-4.5263323118901674e-21
4.16e-06,-9.540390570904486e-08,9.54039057090403e-08,-4.552802091491864e-21
4.1610000000000005e-06,-9.088134019323763e-08,9.088134019323305e-08,-4.579271871093561e-21
4.162e-06,-8.63587746774304e-08,8.63587746774258e-08,-4.605741650695258e-21
4.163000000000001e-06,-8.183620916162317e-08,8.183620916161855e-08,-4.6189765404961065e-21
4.164e-06,-7.731364364581594e-08,7.73136436458113e-08,-4.6454463200978034e-21
4.165e-06,-7.279107813000872e-08,7.279107813000404e-08,-4.6719160996995e-21
4.1660000000000004e-06,-6.826851261420149e-08,6.826851261419679e-08,-4.698385879301197e-21
4.167e-06,-6.374594709839426e-08,6.374594709838955e-08,-4.711620769102046e-21
4.168000000000001e-06,-5.922338158258706e-08,5.922338158258229e-08,-4.7645603283054394e-21
4.169e-06,-5.47008160667798e-08,5.470081606677504e-08,-4.7645603283054394e-21
4.17e-06,-5.017825055097255e-08,5.017825055096779e-08,-4.757942883405015e-21
4.171e-06,-4.565568503516529e-08,4.5655685035160534e-08,-4.757942883405015e-21
4.172e-06,-4.1133119519358037e-08,4.1133119519353285e-08,-4.751325438504591e-21
4.1730000000000005e-06,-3.661055400355078e-08,3.661055400354603e-08,-4.751325438504591e-21
4.174e-06,-3.2087988487743526e-08,3.208798848773878e-08,-4.744707993604167e-21
4.175e-06,-2.7565422971936265e-08,2.756542297193153e-08,-4.7347818262535304e-21
4.176e-06,-2.304285745612901e-08,2.3042857456124278e-08,-4.731473103803318e-21
4.177e-06,-1.8520291940321755e-08,1.8520291940317026e-08,-4.728164381353106e-21
4.1780000000000005e-06,-1.3997726424514506e-08,1.3997726424509775e-08,-4.731473103803318e-21
4.179e-06,-9.475160908707258e-09,9.475160908702523e-09,-4.7347818262535304e-21
4.180000000000001e-06,-4.952595392900009e-09,4.95259539289527e-09,-4.7389177293162955e-21
4.181e-06,-9.470638343191462e-09,9.470638343186714e-09,-4.748016716054379e-21
4.182e-06,-1.3988681293482915e-08,1.398868129347816e-08,-4.754634160954803e-21
4.1830000000000004e-06,-1.850672424377436e-08,1.8506724243769603e-08,-4.757942883405015e-21
4.184e-06,-2.30247671940658e-08,2.302476719406105e-08,-4.751325438504591e-21
4.185000000000001e-06,-2.7542810144357234e-08,2.7542810144352493e-08,-4.741399271153955e-21
4.186e-06,-3.206085309464869e-08,3.2060853094643936e-08,-4.751325438504591e-21
4.187e-06,-3.657889604494013e-08,3.657889604493538e-08,-4.751325438504591e-21
4.188e-06,-4.109693899523158e-08,4.109693899522683e-08,-4.751325438504591e-21
4.189e-06,-4.5614981945523026e-08,4.5614981945518274e-08,-4.751325438504591e-21
4.1900000000000005e-06,-5.013302489581446e-08,5.0133024895809714e-08,-4.744707993604167e-21
4.191e-06,-5.465106784610589e-08,5.465106784610116e-08,-4.731473103803318e-21
4.192e-06,-5.916911079639735e-08,5.9169110796392607e-08,-4.744707993604167e-21
4.193e-06,-6.368715374668881e-08,6.368715374668405e-08,-4.7645603283054394e-21
4.194e-06,-6.820519669698027e-08,6.820519669697549e-08,-4.777795218106288e-21
4.1950000000000005e-06,-7.272323964727173e-08,7.272323964726694e-08,-4.791030107907136e-21
4.196e-06,-7.724128259756319e-08,7.724128259755839e-08,-4.804264997707985e-21
4.197000000000001e-06,-8.175932554785465e-08,8.175932554784983e-08,-4.817499887508833e-21
4.198e-06,-8.627736849814611e-08,8.627736849814128e-08,-4.8307347773096816e-21
4.199e-06,-9.079541144843757e-08,9.079541144843272e-08,-4.84396966711053e-21
4.2000000000000004e-06,-9.531345439872903e-08,9.531345439872416e-08,-4.870439446712227e-21
4.201e-06,-9.983149734902049e-08,9.98314973490156e-08,-4.8836743365130754e-21
4.202000000000001e-06,-1.0434954029931195e-07,1.0434954029930705e-07,-4.896909226313924e-21
4.203e-06,-1.088675832496034e-07,1.088675832495985e-07,-4.910144116114772e-21
4.204e-06,-1.133856261998948e-07,1.1338562619988994e-07,-4.8572045569113785e-21
4.205e-06,-1.1790366915018618e-07,1.1790366915018139e-07,-4.791030107907136e-21
4.206e-06,-1.2242171210047759e-07,1.2242171210047282e-07,-4.7645603283054394e-21
4.2070000000000005e-06,-1.2693975505076897e-07,1.2693975505076428e-07,-4.685150989500349e-21
4.208e-06,-1.3145779800106035e-07,1.3145779800105571e-07,-4.632211430296955e-21
4.209e-06,-1.3597584095135173e-07,1.3597584095134717e-07,-4.552802091491864e-21
4.21e-06,-1.404938839016431e-07,1.404938839016386e-07,-4.4998625322884706e-21
4.211e-06,-1.4501192685193449e-07,1.4501192685193007e-07,-4.42045319348338e-21
4.2120000000000005e-06,-1.4952996980222587e-07,1.495299698022215e-07,-4.367513634279986e-21
4.213e-06,-1.5404801275251725e-07,1.5404801275251293e-07,-4.314574075076592e-21
4.214000000000001e-06,-1.5856605570280863e-07,1.585660557028044e-07,-4.235164736271502e-21
4.215e-06,-1.630840986531e-07,1.6308409865309582e-07,-4.182225177068108e-21
4.216e-06,-1.676021416033914e-07,1.6760214160338728e-07,-4.102815838263017e-21
4.2170000000000005e-06,-1.7212018455368277e-07,1.7212018455367872e-07,-4.0498762790596235e-21
4.218e-06,-1.7663822750397415e-07,1.7663822750397018e-07,-3.970466940254533e-21
4.219000000000001e-06,-1.8115627045426553e-07,1.811562704542616e-07,-3.917527381051139e-21
4.22e-06,-1.856743134045569e-07,1.8567431340455304e-07,-3.864587821847745e-21
4.221e-06,-1.901923563548483e-07,1.901923563548445e-07,-3.785178483042655e-21
4.222e-06,-1.8567883144750707e-07,1.8567883144750334e-07,-3.732238923839261e-21
4.223e-06,-1.8116530654016585e-07,1.811653065401622e-07,-3.65282958503417e-21
4.2240000000000006e-06,-1.7665178163282463e-07,1.7665178163282105e-07,-3.5734202462290796e-21
4.225e-06,-1.721382567254834e-07,1.7213825672547989e-07,-3.520480687025686e-21
4.226e-06,-1.6762473181814219e-07,1.6762473181813875e-07,-3.441071348220595e-21
4.227e-06,-1.6311120691080097e-07,1.6311120691079758e-07,-3.3881317890172014e-21
4.228e-06,-1.5859768200345975e-07,1.5859768200345644e-07,-3.3087224502121107e-21
4.2290000000000005e-06,-1.5408415709611853e-07,1.5408415709611527e-07,-3.255782891008717e-21
4.23e-06,-1.495706321887773e-07,1.4957063218877413e-07,-3.1763735522036263e-21
4.231000000000001e-06,-1.4505710728143608e-07,1.4505710728143296e-07,-3.1234339930002325e-21
4.232e-06,-1.4054358237409486e-07,1.4054358237409182e-07,-3.044024654195142e-21
4.233e-06,-1.3603005746675364e-07,1.3603005746675065e-07,-2.991085094991748e-21
4.2340000000000005e-06,-1.3151653255941242e-07,1.315165325594095e-07,-2.9116757561866574e-21
4.235e-06,-1.270030076520712e-07,1.2700300765206834e-07,-2.8587361969832636e-21
4.236000000000001e-06,-1.2248948274472998e-07,1.224894827447272e-07,-2.779326858178173e-21
4.237e-06,-1.1797595783738879e-07,1.1797595783738605e-07,-2.7396221887756277e-21
4.238e-06,-1.1346243293004757e-07,1.134624329300449e-07,-2.6734477397713854e-21
4.239e-06,-1.0894890802270644e-07,1.0894890802270374e-07,-2.6999175193730823e-21
4.24e-06,-1.044353831153653e-07,1.0443538311536259e-07,-2.7131524091739308e-21
4.2410000000000006e-06,-9.992185820802416e-08,9.992185820802143e-08,-2.7263872989747792e-21
4.242e-06,-9.540833330068302e-08,9.540833330068028e-08,-2.7396221887756277e-21
4.243e-06,-9.089480839334188e-08,9.089480839333912e-08,-2.752857078576476e-21
4.244e-06,-8.638128348600074e-08,8.638128348599797e-08,-2.7660919683773245e-21
4.245e-06,-8.18677585786596e-08,8.186775857865682e-08,-2.779326858178173e-21
4.2460000000000005e-06,-7.735423367131845e-08,7.735423367131566e-08,-2.7925617479790214e-21
4.247e-06,-7.284070876397731e-08,7.284070876397451e-08,-2.80579663777987e-21
4.248000000000001e-06,-6.832718385663617e-08,6.832718385663335e-08,-2.8190315275807183e-21
4.249e-06,-6.381365894929503e-08,6.381365894929221e-08,-2.8190315275807183e-21
4.25e-06,-5.930013404195389e-08,5.930013404195105e-08,-2.838883862281991e-21
4.2510000000000005e-06,-5.478660913461272e-08,5.47866091346099e-08,-2.8256489724811425e-21
4.252e-06,-5.0273084227271556e-08,5.027308422726875e-08,-2.80579663777987e-21
4.253000000000001e-06,-4.57595593199304e-08,4.5759559319927596e-08,-2.80579663777987e-21
4.254e-06,-4.124603441258925e-08,4.124603441258644e-08,-2.80579663777987e-21
4.255e-06,-3.673250950524809e-08,3.673250950524529e-08,-2.80579663777987e-21
4.256e-06,-3.221898459790694e-08,3.2218984597904133e-08,-2.80579663777987e-21
4.257e-06,-2.7705459690565765e-08,2.770545969056298e-08,-2.7859443030785972e-21
4.2580000000000006e-06,-2.3191934783224598e-08,2.3191934783221825e-08,-2.7727094132777488e-21
4.259e-06,-1.8678409875883444e-08,1.8678409875880674e-08,-2.7694006908275367e-21
4.26e-06,-1.4164884968542296e-08,1.416488496853952e-08,-2.776018135727961e-21
4.261e-06,-9.651360061201148e-09,9.651360061198366e-09,-2.782635580628385e-21
4.262e-06,-5.137835153860001e-09,5.137835153857213e-09,-2.7875986643037033e-21
4.2630000000000005e-06,-9.64684653629382e-09,9.646846536291027e-09,-2.7925617479790214e-21
4.264e-06,-1.4155857918727638e-08,1.4155857918724838e-08,-2.7991791928794457e-21
4.265000000000001e-06,-1.866486930116145e-08,1.866486930115865e-08,-2.7991791928794457e-21
4.266e-06,-2.317388068359524e-08,2.3173880683592462e-08,-2.779326858178173e-21
4.267e-06,-2.7682892066029033e-08,2.7682892066026277e-08,-2.7561658010266882e-21
4.2680000000000005e-06,-3.2191903448462845e-08,3.219190344846009e-08,-2.752857078576476e-21
4.269e-06,-3.670091483089665e-08,3.6700914830893904e-08,-2.746239633676052e-21
4.270000000000001e-06,-4.1209926213330455e-08,4.1209926213327715e-08,-2.7396221887756277e-21
4.271e-06,-4.571893759576426e-08,4.571893759576153e-08,-2.7330047438752034e-21
4.272e-06,-5.0227948978198065e-08,5.022794897819534e-08,-2.7263872989747792e-21
4.2730000000000004e-06,-5.473696036063187e-08,5.473696036062915e-08,-2.719769854074355e-21
4.274e-06,-5.92459717430657e-08,5.924597174306296e-08,-2.7396221887756277e-21
4.2750000000000006e-06,-6.375498312549953e-08,6.375498312549678e-08,-2.752857078576476e-21
4.276e-06,-6.826399450793337e-08,6.826399450793059e-08,-2.779326858178173e-21
4.277e-06,-7.27730058903672e-08,7.27730058903644e-08,-2.7925617479790214e-21
4.278e-06,-7.728201727280103e-08,7.728201727279821e-08,-2.8190315275807183e-21
4.279e-06,-8.179102865523486e-08,8.179102865523203e-08,-2.8322664173815668e-21
4.2800000000000005e-06,-8.630004003766869e-08,8.630004003766585e-08,-2.8455013071824152e-21
4.281e-06,-9.080905142010252e-08,9.080905142009965e-08,-2.871971086784112e-21
4.282000000000001e-06,-9.531806280253635e-08,9.531806280253347e-08,-2.8852059765849605e-21
4.283e-06,-9.982707418497019e-08,9.982707418496727e-08,-2.9116757561866574e-21
4.284e-06,-1.0433608556740402e-07,1.0433608556740109e-07,-2.924910645987506e-21
4.2850000000000005e-06,-1.0884509694983785e-07,1.088450969498349e-07,-2.9513804255892027e-21
4.286e-06,-1.1335410833227161e-07,1.1335410833226872e-07,-2.898440866385809e-21
4.287000000000001e-06,-1.1786311971470539e-07,1.1786311971470252e-07,-2.871971086784112e-21
4.288e-06,-1.2237213109713915e-07,1.2237213109713634e-07,-2.80579663777987e-21
4.289e-06,-1.2688114247957292e-07,1.2688114247957014e-07,-2.779326858178173e-21
4.2900000000000004e-06,-1.313901538620067e-07,1.3139015386200398e-07,-2.7263872989747792e-21
4.291e-06,-1.3589916524444048e-07,1.3589916524443778e-07,-2.6999175193730823e-21
4.292000000000001e-06,-1.4040817662687426e-07,1.4040817662687159e-07,-2.6734477397713854e-21
4.293e-06,-1.4491718800930804e-07,1.449171880093054e-07,-2.6469779601696886e-21
4.294e-06,-1.4942619939174182e-07,1.4942619939173922e-07,-2.5940384009662948e-21
4.295e-06,-1.539352107741756e-07,1.5393521077417303e-07,-2.567568621364598e-21
4.296e-06,-1.5844422215660937e-07,1.5844422215660683e-07,-2.541098841762901e-21
4.2970000000000005e-06,-1.6295323353904315e-07,1.6295323353904067e-07,-2.4881592825595072e-21
4.298e-06,-1.6746224492147693e-07,1.6746224492147447e-07,-2.4616895029578104e-21
4.299000000000001e-06,-1.719712563039107e-07,1.7197125630390828e-07,-2.4352197233561135e-21
4.3e-06,-1.764802676863445e-07,1.7648026768634208e-07,-2.4087499437544166e-21
4.301e-06,-1.8098927906877827e-07,1.809892790687759e-07,-2.355810384551023e-21
4.3020000000000005e-06,-1.8549829045121205e-07,1.8549829045120972e-07,-2.329340604949326e-21
4.303e-06,-1.9000730183364583e-07,1.9000730183364352e-07,-2.302870825347629e-21
4.304000000000001e-06,-1.8550279946259442e-07,1.8550279946259214e-07,-2.276401045745932e-21
4.305e-06,-1.8099829709154302e-07,1.8099829709154077e-07,-2.2499312661442353e-21
4.306e-06,-1.764937947204916e-07,1.764937947204894e-07,-2.2234614865425384e-21
4.3070000000000004e-06,-1.719892923494402e-07,1.71989292349438e-07,-2.1969917069408415e-21
4.308e-06,-1.674847899783888e-07,1.6748478997838663e-07,-2.1705219273391446e-21
4.309000000000001e-06,-1.629802876073374e-07,1.6298028760733525e-07,-2.1440521477374477e-21
4.31e-06,-1.58475785236286e-07,1.5847578523628387e-07,-2.117582368135751e-21
4.311e-06,-1.539712828652346e-07,1.539712828652325e-07,-2.091112588534054e-21
4.312e-06,-1.4946678049418318e-07,1.4946678049418112e-07,-2.064642808932357e-21
4.313e-06,-1.4496227812313178e-07,1.4496227812312974e-07,-2.0381730293306602e-21
4.3140000000000005e-06,-1.4045777575208037e-07,1.4045777575207836e-07,-2.0117032497289633e-21
4.315e-06,-1.3595327338102897e-07,1.3595327338102698e-07,-1.9852334701272664e-21
4.316000000000001e-06,-1.3144877100997756e-07,1.314487710099756e-07,-1.9587636905255695e-21
4.317e-06,-1.2694426863892616e-07,1.2694426863892423e-07,-1.9322939109238726e-21
4.318e-06,-1.2243976626787475e-07,1.2243976626787285e-07,-1.9058241313221758e-21
4.3190000000000005e-06,-1.1793526389682332e-07,1.1793526389682146e-07,-1.8661194619196304e-21
4.32e-06,-1.1343076152577186e-07,1.1343076152577008e-07,-1.7867101231145398e-21
4.321000000000001e-06,-1.089262591547205e-07,1.089262591547187e-07,-1.7999450129153882e-21
4.322e-06,-1.0442175678366915e-07,1.0442175678366732e-07,-1.826414792517085e-21
4.323e-06,-9.99172544126178e-08,9.991725441261594e-08,-1.852884572118782e-21
4.3240000000000004e-06,-9.541275204156644e-08,9.541275204156456e-08,-1.879354351720479e-21
4.325e-06,-9.090824967051509e-08,9.090824967051319e-08,-1.9058241313221758e-21
4.326000000000001e-06,-8.640374729946374e-08,8.640374729946181e-08,-1.9322939109238726e-21
4.327e-06,-8.189924492841239e-08,8.189924492841043e-08,-1.9587636905255695e-21
4.328e-06,-7.739474255736104e-08,7.739474255735905e-08,-1.9852334701272664e-21
4.329e-06,-7.289024018630968e-08,7.289024018630767e-08,-2.0117032497289633e-21
4.33e-06,-6.838573781525833e-08,6.83857378152563e-08,-2.0381730293306602e-21
4.3310000000000005e-06,-6.388123544420698e-08,6.388123544420492e-08,-2.064642808932357e-21
4.332e-06,-5.937673307315563e-08,5.937673307315353e-08,-2.097730033434478e-21
4.333e-06,-5.487223070210425e-08,5.487223070210215e-08,-2.097730033434478e-21
4.334e-06,-5.036772833105287e-08,5.0367728331050775e-08,-2.097730033434478e-21
4.335e-06,-4.5863225960001494e-08,4.5863225959999396e-08,-2.097730033434478e-21
4.3360000000000005e-06,-4.1358723588950116e-08,4.135872358894802e-08,-2.097730033434478e-21
4.337e-06,-3.685422121789874e-08,3.685422121789664e-08,-2.097730033434478e-21
4.338000000000001e-06,-3.234971884684736e-08,3.2349718846845255e-08,-2.1043474783349024e-21
4.339e-06,-2.784521647579596e-08,2.784521647579388e-08,-2.0811864211834176e-21
4.34e-06,-2.334071410474457e-08,2.3340714104742498e-08,-2.0712602538327813e-21
4.3410000000000005e-06,-1.8836211733693184e-08,1.883621173369112e-08,-2.064642808932357e-21
4.342e-06,-1.4331709362641806e-08,1.4331709362639741e-08,-2.064642808932357e-21
4.343000000000001e-06,-9.827206991590428e-09,9.827206991588363e-09,-2.064642808932357e-21
4.344e-06,-5.322704620539049e-09,5.322704620536983e-09,-2.066297170157463e-21
4.345e-06,-9.822702489219382e-09,9.822702489217311e-09,-2.0712602538327813e-21
4.346e-06,-1.4322700357899715e-08,1.4322700357897639e-08,-2.0762233375080995e-21
4.347e-06,-1.8822698226580042e-08,1.8822698226577967e-08,-2.0745689762829934e-21
4.3480000000000006e-06,-2.332269609526036e-08,2.3322696095258297e-08,-2.064642808932357e-21
4.349e-06,-2.7822693963940675e-08,2.7822693963938623e-08,-2.0514079191315086e-21
4.35e-06,-3.232269183262101e-08,3.232269183261895e-08,-2.058025364031933e-21
4.351e-06,-3.6822689701301334e-08,3.682268970129928e-08,-2.0514079191315086e-21
4.352e-06,-4.132268756998166e-08,4.132268756997961e-08,-2.0514079191315086e-21
4.3530000000000005e-06,-4.582268543866199e-08,4.5822685438659935e-08,-2.0514079191315086e-21
4.354e-06,-5.03226833073423e-08,5.032268330734026e-08,-2.0381730293306602e-21
4.355000000000001e-06,-5.482268117602261e-08,5.482268117602059e-08,-2.0249381395298117e-21
4.356e-06,-5.932267904470295e-08,5.932267904470092e-08,-2.031555584430236e-21
4.357e-06,-6.382267691338329e-08,6.382267691338124e-08,-2.0514079191315086e-21
4.3580000000000005e-06,-6.832267478206363e-08,6.832267478206158e-08,-2.0514079191315086e-21
4.359e-06,-7.282267265074397e-08,7.282267265074191e-08,-2.064642808932357e-21
4.360000000000001e-06,-7.732267051942431e-08,7.732267051942223e-08,-2.0778776987332055e-21
4.361e-06,-8.182266838810465e-08,8.182266838810256e-08,-2.091112588534054e-21
4.362e-06,-8.632266625678499e-08,8.632266625678289e-08,-2.1043474783349024e-21
4.363e-06,-9.082266412546533e-08,9.082266412546321e-08,-2.117582368135751e-21
4.364e-06,-9.532266199414567e-08,9.532266199414354e-08,-2.1308172579365993e-21
4.3650000000000006e-06,-9.982265986282601e-08,9.982265986282388e-08,-2.1308172579365993e-21
4.366e-06,-1.0432265773150635e-07,1.043226577315042e-07,-2.1440521477374477e-21
4.367e-06,-1.0882265560018669e-07,1.0882265560018453e-07,-2.157287037538296e-21
4.368e-06,-1.1332265346886694e-07,1.1332265346886486e-07,-2.0778776987332055e-21
4.369e-06,-1.178226513375472e-07,1.1782265133754518e-07,-2.0117032497289633e-21
4.3700000000000005e-06,-1.2232264920622748e-07,1.2232264920622552e-07,-1.9587636905255695e-21
4.371e-06,-1.268226470749078e-07,1.2682264707490584e-07,-1.9587636905255695e-21
4.372000000000001e-06,-1.313226449435881e-07,1.3132264494358618e-07,-1.9322939109238726e-21
4.373e-06,-1.3582264281226842e-07,1.358226428122665e-07,-1.9322939109238726e-21
4.374e-06,-1.4032264068094874e-07,1.4032264068094683e-07,-1.9058241313221758e-21
4.3750000000000005e-06,-1.4482263854962905e-07,1.4482263854962714e-07,-1.9058241313221758e-21
4.376e-06,-1.4932263641830936e-07,1.4932263641830748e-07,-1.879354351720479e-21
4.377000000000001e-06,-1.5382263428698967e-07,1.538226342869878e-07,-1.879354351720479e-21
4.378e-06,-1.5832263215567e-07,1.5832263215566813e-07,-1.852884572118782e-21
4.379e-06,-1.628226300243503e-07,1.6282263002434847e-07,-1.826414792517085e-21
4.38e-06,-1.6732262789303061e-07,1.673226278930288e-07,-1.826414792517085e-21
4.381e-06,-1.7182262576171093e-07,1.7182262576170913e-07,-1.7999450129153882e-21
4.3820000000000006e-06,-1.7632262363039124e-07,1.7632262363038944e-07,-1.7999450129153882e-21
4.383e-06,-1.8082262149907155e-07,1.8082262149906978e-07,-1.7734752333136913e-21
4.384e-06,-1.8532261936775187e-07,1.853226193677501e-07,-1.7734752333136913e-21
4.385e-06,-1.8982261723643218e-07,1.8982261723643043e-07,-1.7470054537119944e-21
4.386e-06,-1.8532711936562049e-07,1.853271193656188e-07,-1.6940658945086007e-21
4.3870000000000005e-06,-1.808316214948088e-07,1.8083162149480712e-07,-1.6675961149069038e-21
4.388e-06,-1.763361236239971e-07,1.7633612362399548e-07,-1.61465655570351e-21
4.389000000000001e-06,-1.718406257531854e-07,1.7184062575318384e-07,-1.5617169965001163e-21
4.39e-06,-1.673451278823737e-07,1.673451278823722e-07,-1.5087774372967225e-21
4.391e-06,-1.62849630011562e-07,1.6284963001156056e-07,-1.4558378780933287e-21
4.3920000000000005e-06,-1.5835413214075032e-07,1.583541321407489e-07,-1.4293680984916318e-21
4.393e-06,-1.5385863426993862e-07,1.5385863426993725e-07,-1.376428539288238e-21
4.394000000000001e-06,-1.4936313639912693e-07,1.493631363991256e-07,-1.3234889800848443e-21
4.395e-06,-1.4486763852831524e-07,1.4486763852831394e-07,-1.2970192004831474e-21
4.396e-06,-1.4037214065750354e-07,1.403721406575023e-07,-1.2440796412797536e-21
4.397e-06,-1.3587664278669185e-07,1.3587664278669066e-07,-1.1911400820763599e-21
4.398e-06,-1.3138114491588015e-07,1.3138114491587901e-07,-1.138200522872966e-21
4.3990000000000006e-06,-1.2688564704506846e-07,1.2688564704506737e-07,-1.0852609636695723e-21
4.4e-06,-1.2239014917425676e-07,1.223901491742557e-07,-1.0587911840678754e-21
4.401e-06,-1.1789465130344504e-07,1.1789465130344406e-07,-9.793818452627848e-22
4.402e-06,-1.1339915343263335e-07,1.1339915343263242e-07,-9.26442286059391e-22
4.403e-06,-1.0890365556182172e-07,1.0890365556182077e-07,-9.529120656610879e-22
4.4040000000000005e-06,-1.0440815769101008e-07,1.0440815769100911e-07,-9.661469554619363e-22
4.405e-06,-9.991265982019844e-08,9.991265982019747e-08,-9.661469554619363e-22
4.406000000000001e-06,-9.54171619493868e-08,9.541716194938583e-08,-9.661469554619363e-22
4.407e-06,-9.092166407857515e-08,9.092166407857417e-08,-9.793818452627848e-22
4.408e-06,-8.642616620776351e-08,8.642616620776252e-08,-9.926167350636332e-22
4.4090000000000005e-06,-8.193066833695187e-08,8.193066833695088e-08,-9.926167350636332e-22
4.41e-06,-7.743517046614023e-08,7.743517046613924e-08,-9.926167350636332e-22
4.411000000000001e-06,-7.293967259532859e-08,7.293967259532758e-08,-1.0058516248644817e-21
4.412e-06,-6.844417472451695e-08,6.844417472451593e-08,-1.0190865146653301e-21
4.413e-06,-6.39486768537053e-08,6.394867685370429e-08,-1.0190865146653301e-21
4.4140000000000004e-06,-5.945317898289364e-08,5.945317898289264e-08,-9.992341799640574e-22
4.415e-06,-5.4957681112081996e-08,5.495768111208099e-08,-1.0058516248644817e-21
4.416000000000001e-06,-5.0462183241270355e-08,5.046218324126934e-08,-1.0124690697649059e-21
4.417e-06,-4.596668537045871e-08,4.5966685370457694e-08,-1.0190865146653301e-21
4.418e-06,-4.147118749964707e-08,4.1471187499646046e-08,-1.0257039595657543e-21
4.419e-06,-3.697568962883543e-08,3.69756896288344e-08,-1.0323214044661785e-21
4.42e-06,-3.248019175802379e-08,3.248019175802275e-08,-1.0389388493666028e-21
4.4210000000000005e-06,-2.7984693887212127e-08,2.79846938872111e-08,-1.0257039595657543e-21
4.422e-06,-2.3489196016400473e-08,2.3489196016399454e-08,-1.0190865146653301e-21
4.423000000000001e-06,-1.8993698145588818e-08,1.8993698145587805e-08,-1.0124690697649059e-21
4.424e-06,-1.449820027477717e-08,1.4498200274776157e-08,-1.0124690697649059e-21
4.425e-06,-1.0002702403965528e-08,1.000270240396451e-08,-1.0190865146653301e-21
4.4260000000000005e-06,-5.507204533153887e-09,5.507204533152861e-09,-1.0257039595657543e-21
4.427e-06,-9.998206906094729e-09,9.998206906093697e-09,-1.0323214044661785e-21
4.428000000000001e-06,-1.4489209279035571e-08,1.4489209279034534e-08,-1.0372844881414967e-21
4.429e-06,-1.8980211651976406e-08,1.898021165197537e-08,-1.0356301269163906e-21
4.43e-06,-2.3471214024917235e-08,2.3471214024916206e-08,-1.0290126820159664e-21
4.4310000000000004e-06,-2.7962216397858064e-08,2.7962216397857042e-08,-1.0223952371155422e-21
4.432e-06,-3.245321877079891e-08,3.245321877079788e-08,-1.0323214044661785e-21
4.433000000000001e-06,-3.6944221143739755e-08,3.6944221143738716e-08,-1.0389388493666028e-21
4.434e-06,-4.14352235166806e-08,4.143522351667955e-08,-1.045556294267027e-21
4.435e-06,-4.592622588962144e-08,4.592622588962039e-08,-1.0521737391674512e-21
4.436e-06,-5.041722826256228e-08,5.041722826256122e-08,-1.0587911840678754e-21
4.437e-06,-5.490823063550312e-08,5.490823063550206e-08,-1.0654086289682996e-21
4.4380000000000005e-06,-5.939923300844394e-08,5.939923300844289e-08,-1.045556294267027e-21
4.439e-06,-6.389023538138478e-08,6.389023538138374e-08,-1.045556294267027e-21
4.440000000000001e-06,-6.838123775432562e-08,6.838123775432456e-08,-1.0587911840678754e-21
4.441e-06,-7.287224012726646e-08,7.28722401272654e-08,-1.0587911840678754e-21
4.442e-06,-7.736324250020731e-08,7.736324250020623e-08,-1.0720260738687239e-21
4.4430000000000005e-06,-8.185424487314815e-08,8.185424487314708e-08,-1.0720260738687239e-21
4.444e-06,-8.634524724608899e-08,8.634524724608792e-08,-1.0720260738687239e-21
4.445000000000001e-06,-9.083624961902983e-08,9.083624961902875e-08,-1.0852609636695723e-21
4.446e-06,-9.532725199197068e-08,9.532725199196959e-08,-1.0852609636695723e-21
4.447e-06,-9.981825436491152e-08,9.981825436491042e-08,-1.0984958534704208e-21
4.4480000000000004e-06,-1.0430925673785236e-07,1.0430925673785126e-07,-1.0984958534704208e-21
4.449e-06,-1.088002591107932e-07,1.0880025911079209e-07,-1.1117307432712692e-21
4.450000000000001e-06,-1.13291261483734e-07,1.1329126148373293e-07,-1.0720260738687239e-21
4.451e-06,-1.1778226385667477e-07,1.1778226385667377e-07,-9.926167350636332e-22
4.452e-06,-1.2227326622961556e-07,1.222732662296146e-07,-9.529120656610879e-22
4.453e-06,-1.2676426860255637e-07,1.2676426860255544e-07,-9.26442286059391e-22
4.454e-06,-1.3125527097549719e-07,1.3125527097549629e-07,-8.999725064576941e-22
4.4550000000000005e-06,-1.35746273348438e-07,1.357462733484371e-07,-8.999725064576941e-22
4.456e-06,-1.4023727572137882e-07,1.4023727572137794e-07,-8.735027268559972e-22
4.457000000000001e-06,-1.4472827809431963e-07,1.4472827809431879e-07,-8.470329472543003e-22
4.458e-06,-1.4921928046726045e-07,1.4921928046725963e-07,-8.205631676526035e-22
4.459e-06,-1.5371028284020126e-07,1.5371028284020047e-07,-7.940933880509066e-22
4.4600000000000005e-06,-1.5820128521314208e-07,1.5820128521314129e-07,-7.940933880509066e-22
4.461e-06,-1.626922875860829e-07,1.6269228758608213e-07,-7.676236084492097e-22
